day_of_week,hour_of_day,temperature,precipitation,event,traffic_density,population_density,public_transport_capacity,demand
Wednesday,0,32.26667299143651,20.379210428690847,Concert,0.16136735838838312,6375.811404976406,57.4690818113216,480
Monday,22,25.38163570272436,41.37594610531515,Holiday,0.5719958782835928,4542.719682496979,82.4128477038911,380
Tuesday,14,24.58363755259462,38.22638973273588,Concert,0.8054323292999863,5260.920934375193,58.619318105258316,319
Tuesday,0,15.512841316128714,28.676447572778663,Sports,0.760160929790159,8690.926538819622,93.61972816774075,87
Thursday,16,21.824956552523126,47.80235718059666,Sports,0.15389990469377368,4060.0394745390295,80.65581195346208,445
Saturday,0,22.60391237571714,10.02372577642014,Concert,0.1492494697414739,8826.847163309541,57.86019417784771,94
Sunday,14,22.976455617938008,5.46321051548107,None,0.2681743677449133,1793.2098787902235,98.11690287406034,450
Friday,22,26.603447384546648,42.69809834777111,Concert,0.3610747263410372,7991.185934877677,75.91827316676603,212
Monday,1,25.67205093453757,21.957490831687416,Concert,0.4084555814084826,8627.928697492627,53.64492259358275,499
Monday,13,27.158101855868892,42.34844271035303,Holiday,0.6796972168333453,2636.358875536049,81.34164522075336,380
Wednesday,20,30.297665230842565,44.654510259770746,Holiday,0.056680432165835404,4873.118791349803,62.65994535064051,302
Saturday,7,31.25971477432187,3.122879680953572,Concert,0.034672704226066386,2489.497971972901,90.18467259386512,218
Tuesday,7,29.362461524529888,44.17323814930303,Concert,0.391910562943909,7359.4371609479595,90.89110367830953,334
Friday,18,34.110473919098695,22.415952768471108,Sports,0.6971636921379805,5818.12991255491,98.94736779273309,323
Thursday,6,15.364651653527233,25.52162445021161,Holiday,0.19343534295648257,6717.91012037489,75.0934765512252,69
Tuesday,18,18.915559713670923,31.329625554660513,Holiday,0.6415044812562517,2768.3827026059002,72.74784398638685,288
Saturday,5,15.151257499562842,46.31913033650434,Sports,0.25982813794029946,2905.7127584717755,87.67378027232402,319
Sunday,5,27.949494283092058,0.9558047214882015,None,0.8860861088135163,1373.4759295891572,56.623532817096326,467
Thursday,2,32.96061097899974,23.842173415890855,Holiday,0.8956899442666165,3898.6078167615674,77.34577568965621,482
Sunday,6,19.869645931525987,34.38610212152803,Holiday,0.2972872042813265,6037.701952003074,77.31238000654255,359
Wednesday,18,33.54069089592613,36.135347884911425,None,0.2299937539632405,8721.41422597596,54.47365614051936,80
Wednesday,7,16.205347805791217,34.6266215768554,Holiday,0.41130397206623126,7002.347027128127,70.89920427534568,363
Monday,9,33.68872053611028,6.721756470406093,Holiday,0.24053158518014872,4918.566910597763,92.6642399283601,153
Sunday,19,22.03245374479269,14.96977941858406,None,0.6723838432917036,9578.08102954724,92.80768109973302,219
Saturday,14,17.02841656898433,17.935776270850674,None,0.8260646845482855,7473.206805182486,54.96188324598405,235
Friday,14,24.717435183726515,40.22186038397525,Concert,0.673092130911217,9371.48682576295,54.53604413739154,177
Thursday,0,20.13553135441016,13.937993620727651,Sports,0.8243504472493495,5748.291759449491,63.134773850096764,259
Tuesday,19,20.697458039238455,10.535248193360157,Sports,0.39699216220747413,3330.1384731382564,93.73830312769968,463
Saturday,6,21.14579929852573,47.87240095190481,None,0.15631697070886086,1475.4401772824979,56.44512925367495,330
Saturday,3,31.060517956653268,0.443164255673445,None,0.7379509473975921,7534.763663354654,85.99984013137231,496
Wednesday,5,25.78322553350509,49.89104278409891,Holiday,0.3604745051415539,2091.726982049807,55.05828098065516,302
Sunday,0,21.22615398312007,33.84106494286978,Concert,0.6712708252291325,3724.9761544477046,81.15689268739126,68
Monday,4,27.206675666218366,41.423464972455854,Concert,0.27064394198176567,5792.238170955076,67.80336495595724,249
Monday,22,29.32301348446387,14.730969817309658,None,0.08122963480667267,6079.749290017729,89.44569814829336,269
Thursday,0,20.452480014670677,0.7157638833529989,Holiday,0.9925817954877634,6405.248772884224,61.68452244126818,185
Wednesday,3,23.270982030507028,36.893475928076505,Holiday,0.15620150793059928,2496.297973147306,81.960091469498,272
Saturday,21,17.43772186673895,41.70722985003379,Sports,0.988420993963481,4417.636643394839,61.78412672879425,52
Friday,1,18.622986990693605,37.02380659767596,Sports,0.9772799325664473,6554.748044052701,85.68301415560768,285
Wednesday,9,28.622357079299654,7.142514365041929,Holiday,0.7938181039080396,9728.369781704063,93.68390172803744,391
Thursday,4,18.62876695391254,37.671396112848456,Sports,0.6594229620819976,7548.680239297199,56.340089956338005,277
Thursday,9,25.503267673341202,38.44613910538205,None,0.5778070502510847,9303.43381384562,93.32978442977517,450
Wednesday,0,29.180925234448654,32.92702578350274,Holiday,0.8661015453778347,7859.908524827593,79.6787627207149,191
Thursday,21,17.137538461894877,38.30579663977931,Sports,0.28943952161948794,6325.452720031604,56.3555245433512,58
Wednesday,5,26.346244392578072,42.296071983886605,Concert,0.46768121248487704,2728.2103222271007,71.3770927679856,239
Tuesday,12,20.131255674027276,30.680205711872922,Holiday,0.6193899693665019,7000.170867032618,58.04301467425489,399
Wednesday,14,34.2585375047516,4.430235698483953,Holiday,0.4111904758694911,6610.416093639164,85.01739444332847,454
Sunday,3,24.670912934398494,24.381390483360544,Concert,0.427486454090268,6422.222534115398,87.94340672089749,214
Wednesday,12,31.119850995503164,3.8824667335802534,None,0.3302846675020844,5408.072811894167,55.289826013639946,188
Thursday,23,26.004530843125234,20.37715155162154,Concert,0.564231816684536,5757.909435903481,75.30699263473221,325
Sunday,19,15.868250657096382,20.35532445628138,Holiday,0.850574528015116,4009.9827440629365,90.73125280129585,340
Thursday,23,27.663027511880447,3.300492207012079,None,0.20152837800631285,5673.8142337807285,96.80815207754983,102
Monday,14,34.028066844133136,17.441026698473966,Sports,0.9344330387534414,2778.0031511063044,75.6758933370885,224
Monday,7,27.032236402926625,5.549904939565742,Sports,0.6890876537482297,8246.56957624339,97.51396118057036,159
Sunday,4,31.383777188535802,40.41176050046111,Sports,0.8232732126800302,2671.9925922883704,76.78444852280148,252
Tuesday,14,32.68412926696816,47.38440129822354,Holiday,0.5561906926300116,1764.6966090051978,69.7095247299954,485
Monday,3,19.56159543897865,3.6158237628969303,Concert,0.7795167014240635,4926.214237214416,92.41015642764478,185
Wednesday,11,19.240896798164535,47.75576036458507,None,0.01620039733946721,6924.766955554556,74.64913552290446,53
Thursday,12,27.219619777019837,26.12882996683726,Sports,0.8183804247795352,4939.451424401872,73.59512552822615,204
Monday,1,23.220569396134096,14.978283897693695,None,0.04013885908536652,3490.7871875617775,74.51562447049142,221
Monday,18,31.797226057334406,3.8431037638081755,Holiday,0.8899133763628625,6023.540655013967,92.33925009348727,473
Tuesday,18,33.00046246796022,25.03121340352089,Sports,0.9919627472386433,4123.0210187098,91.5970770844026,407
Sunday,3,22.068427586054362,39.72577722453743,Holiday,0.2940674621767778,9395.809211139698,70.17599962201056,96
Sunday,3,19.73741117948964,35.354323863334905,Concert,0.21031855628579366,9303.806256432148,66.66499299352625,143
Saturday,10,30.610510304877238,2.511300573198688,Holiday,0.7653633638580407,5521.346379748859,74.59640120195647,477
Tuesday,4,20.49612071096272,3.645091768395176,Holiday,0.2530263409202532,3950.9559461643266,78.63862548685546,97
Wednesday,19,31.45228637027357,20.143664131631855,Concert,0.8655623831722035,7634.191725609752,61.91686053139985,289
Sunday,10,23.474765072975256,14.764524702397164,None,0.10284259215747671,1330.4164913475997,89.69775423577954,396
Thursday,9,28.35099798582941,11.619216152802391,Concert,0.12595519637935826,5272.921054392861,74.32413828662115,262
Tuesday,7,16.910706276693364,14.05022494543568,Concert,0.9791515551006156,4026.9105484330016,66.70227742099797,485
Monday,5,27.477186493531462,40.17413716484423,Holiday,0.6738388982700046,9284.822965922993,55.34104964819953,389
Thursday,5,24.035353574744583,46.461402681592695,None,0.8468872244289528,1108.027245454143,61.94225802018035,373
Thursday,7,26.732169263509483,20.255134726378323,Sports,0.324329377351518,5975.3338814651415,97.46405858779919,188
Monday,22,18.36028415489727,45.30555010662486,Concert,0.6764837495206044,7665.972229599634,65.25498434097634,254
Tuesday,14,29.73747489888364,16.0747850623941,None,0.5942418273085972,5365.161887716371,58.44296446835177,430
Monday,13,32.25594155086457,23.82184931718958,Concert,0.603150120122947,1768.627271464495,73.03363958274966,122
Saturday,10,19.334796001815512,11.301449890799987,Concert,0.6825324595377216,9752.15251025112,65.35438716801244,53
Thursday,11,16.914291110403234,32.0238021087922,Concert,0.5753591731290986,5662.093882384881,51.757962513559704,125
Friday,12,15.472771720926728,48.94905575874044,Concert,0.42906236930266595,6527.676198871102,66.15726086397086,378
Friday,7,27.83943000886532,30.17465480216893,Holiday,0.27592269438054684,3129.488044367566,77.20543119697342,126
Wednesday,17,27.141880721775614,17.890704205677444,None,0.768581330913202,5351.482765961235,77.58561860099834,353
Sunday,0,25.9339482542814,32.39087229952642,None,0.2262724300031862,4862.345427624897,67.82794605884443,305
Monday,14,19.63894192231951,6.146033923269378,None,0.6923543061544142,1674.0625780178536,72.36513781263002,459
Monday,7,22.81811991811029,44.432954013269935,Concert,0.23333282264932664,1955.443181927205,98.27589591173832,151
Wednesday,10,26.88952670372346,25.154197538991816,Holiday,0.6253301699544539,8537.25267656897,68.86742386151558,155
Wednesday,11,24.93533717718339,22.467487101982105,Concert,0.7470782671290289,3158.379569859312,62.91134066299915,382
Wednesday,11,34.755710404297744,29.29323942267596,Concert,0.2187138889065392,2754.624443487675,62.173352203338005,88
Thursday,3,17.72879505113466,31.239193139470125,None,0.05994330086130828,5544.2030612512535,72.88823063520671,363
Saturday,15,28.902891080951875,3.5887903113256514,Concert,0.13097374299417408,7918.7241822626165,87.97600743584721,324
Monday,3,23.086375362085843,34.13086106117012,Sports,0.6059969672710255,1557.5186672108912,60.29940920942366,137
Thursday,4,23.563992298512296,12.096584015776479,Concert,0.8494464062257355,6191.271276744303,85.46480635703841,260
Wednesday,23,29.351955313163526,35.69763162532949,Sports,0.04499682123542437,2072.89398556516,51.057491167470815,418
Monday,4,28.84872302648739,41.12673971920984,Concert,0.7341512590416462,1328.1494574305661,70.9466488991973,126
Thursday,7,34.825119874043764,40.197925377626014,Holiday,0.3413186459500521,1474.6955694599565,88.79325326013935,126
Saturday,9,17.567885789082503,27.625048370394456,Holiday,0.4785283699195225,8507.476973875971,66.93664778872157,491
Thursday,16,17.082192987683328,26.008494615537558,None,0.9288595498455656,2061.752352652554,78.18685507226998,77
Saturday,8,29.48677634257482,7.143798066970586,Concert,0.33197150473584547,1406.3622797106275,60.24896164129554,294
Wednesday,21,26.56773834012818,38.76730752015678,Sports,0.46533693393948605,4941.098984286211,87.09976955630862,115
Saturday,18,20.48321333119612,13.570469022335718,Sports,0.013682414760681105,8595.941247478222,52.61395516343798,315
Monday,13,16.588387379779732,24.834771140897328,Concert,0.08159872000483837,3361.6753884037175,92.62713224377501,431
Wednesday,7,16.71316499192861,14.213704646375835,Sports,0.258591591134784,4795.413557733247,59.909819321083404,254
Monday,8,32.883817493282365,6.691418149984657,Holiday,0.027852240821074403,1359.302793073761,93.71990158541654,107
Friday,21,18.83734649437486,31.47788484458683,Sports,0.631375326048251,5041.706627213883,67.62646206502586,250
Tuesday,10,21.467431242310415,2.7166017411451913,None,0.4263983568016225,6198.517725734203,86.13417872372433,274
Saturday,22,19.533128044539758,37.43226170631,Holiday,0.548145202728022,6138.163483769303,65.96126488930942,191
Tuesday,0,22.09992611663875,15.879339763055834,Holiday,0.17464718589632955,3991.8402295692863,95.29558356173237,430
Tuesday,13,16.38847685492187,0.006734650224266003,Holiday,0.2959320294366161,3839.7986259682198,56.33185627591872,417
Saturday,4,25.38119581816541,25.55645696186149,Concert,0.6638244748527251,1959.6125704293809,58.92598946362993,133
Wednesday,20,16.3522512718443,2.3425954263801563,Concert,0.9653027236303998,4301.184885816416,74.65150625794011,192
Friday,13,31.007130156447232,13.808477891044973,Holiday,0.0504167736022092,1895.452019856682,54.096921951907305,401
Monday,3,19.67424163820866,35.348824372785806,Concert,0.8903843208552661,7899.363502408464,59.79900923508809,82
Thursday,21,25.800238292090214,3.134481081093293,Sports,0.5768812013112085,9696.468679733673,97.18831911060072,450
Monday,22,32.60158175122916,41.96692461780012,Concert,0.5639195667556237,9730.670110000361,98.82448305739436,201
Thursday,0,28.01754738094388,0.1909961329291554,Concert,0.5002785352077603,8785.639894378544,68.81296646652109,207
Monday,21,25.659155731026708,12.341193460095113,Holiday,0.06939408590418339,6407.129344056572,96.16430105069679,495
Saturday,22,21.486675062307512,37.04520280760357,None,0.08987685173616067,7307.79127519492,77.24123378367159,190
Friday,18,21.660038261163958,15.813507486465339,None,0.6009120056590861,3566.8522241237265,63.487123293688356,495
Thursday,7,28.3897391039638,5.094619403300676,None,0.3409585714355583,6676.9337815535855,85.11993605402994,300
Sunday,14,34.88278722442335,18.011695940021394,Sports,0.9172680665776807,5100.845944958897,82.94509032874285,352
Wednesday,20,28.236783796987574,13.519664319226276,Concert,0.40659053735947226,5338.156057992393,99.45626595543666,161
Monday,14,26.1556683474005,42.13559510802774,None,0.14328145870264108,7819.989043376421,63.252364370464164,193
Monday,8,29.61301020478492,15.667395879257157,Holiday,0.714718833502036,3537.2652003752646,83.60297513308677,499
Thursday,20,24.30411224567436,39.446623588800364,None,0.29335342144100984,3862.3565052506788,52.601187751472345,258
Wednesday,8,16.202846852015703,44.593607240536734,None,0.5254703073558932,9321.77612015773,55.68230193483597,273
Wednesday,9,26.245936317558197,21.690870978826478,Concert,0.69783278550517,1506.0186536587503,50.195918747554664,92
Saturday,19,34.1525056901076,45.4971571927196,Concert,0.9002641112020704,5370.708685720064,99.97303405298365,313
Sunday,20,18.50605884715319,18.865902698159644,Concert,0.7921911948016761,9215.207203670756,90.1136848573739,293
Saturday,8,28.800097816413313,48.20392082450541,Sports,0.6763610678727241,6493.267070363413,89.33615073667704,52
Saturday,2,19.018673773181128,4.464476226278647,Sports,0.6796331823951436,5917.663667909189,75.48630376440899,174
Saturday,19,25.716553689461627,34.350963325162134,None,0.9459246440320865,3247.697613064197,65.003354145272,317
Saturday,10,16.93352899293439,24.690702022846434,Concert,0.29582409749653604,4089.4794015800344,57.5632142231338,133
Saturday,5,24.007418725163703,19.382440272782354,None,0.0011120941961874076,8668.435742242236,64.23373694232319,65
Friday,1,30.12326657790492,31.635593937430045,Holiday,0.2719545593981987,6032.963185916124,68.79856109645695,383
Wednesday,6,21.951430484779642,35.19285458171656,Holiday,0.217891379626744,5632.679743811019,87.8155048490147,108
Saturday,17,28.29823448974436,0.21816348251545437,Concert,0.6618345851139982,1896.2174218602604,76.98308944515762,226
Wednesday,1,30.908999215794584,8.347654437359935,Concert,0.633711599765529,1144.2534080961082,53.87418132777413,112
Wednesday,16,33.54355638958906,35.65230253171593,Holiday,0.5934613827047238,9673.166698183442,50.901450447945614,495
Tuesday,10,19.69284163710907,33.31927067891032,Concert,0.0162434432094537,4392.8755055815745,55.116608976703155,98
Friday,11,22.986318316186164,48.30237525643386,Sports,0.7287780544506475,6428.917558895539,70.52493568486896,356
Saturday,18,18.04832026660835,38.05188951253915,Sports,0.3235304124854915,1717.435658685565,96.65964585245092,295
Monday,21,34.84967004316751,47.5386353865669,Concert,0.6650559890066311,7148.028571507419,81.87012406046108,338
Thursday,23,33.54001935848591,35.127025076740345,Holiday,0.5565784285021533,9393.100378353649,90.09129499377576,335
Sunday,6,25.79914260561119,14.902610431972157,None,0.3427309254279072,6180.987276976777,73.31872972522743,492
Monday,19,31.840665887528424,5.2682461125428235,Concert,0.13457626710410775,2135.037901378695,68.08330415975215,381
Friday,5,25.41915954544084,39.09119316724678,Concert,0.09441889766048095,6235.49374726129,55.420018635831134,64
Thursday,20,27.471713760055195,32.2074610737958,None,0.8315183331122236,7897.124917941871,93.79665110931025,387
Friday,23,16.78248864232033,2.4093006196648115,Concert,0.918397542081558,4657.748829166168,89.15800145139514,304
Wednesday,0,30.10540840993616,18.002523295048917,None,0.6497880467642996,8918.53973147321,58.40590487988626,141
Thursday,16,17.554269672704695,47.83999077421431,Holiday,0.10343411486048337,6838.14658021628,75.61302819381302,328
Wednesday,10,31.521352605050566,25.02005728551006,Sports,0.4020272168882407,9093.240264602822,74.36874039606224,255
Monday,21,30.640561753407717,21.636456800985233,Holiday,0.7289392001051572,6611.547801226035,81.25457763432644,143
Monday,17,29.174893954859527,22.8849802579647,Sports,0.7798208840100681,2181.591748043418,97.30934469956307,274
Thursday,20,15.723207610495242,10.444136200258185,None,0.1182186222910886,3787.225399946702,78.98857208812399,350
Thursday,16,21.06256711890657,18.43535854323976,Sports,3.071884538241587e-05,2816.154534272112,77.01086333893093,367
Saturday,6,20.262251398216858,18.49066279935883,Holiday,0.712137045880605,9179.438479451761,52.5161466467332,248
Friday,16,22.20272814943038,2.6177510093736203,Sports,0.35659617598620563,7843.600605587344,53.1453738009012,320
Saturday,19,16.752854935276773,38.37838142589591,None,0.25448133161826025,7087.5853201900545,59.367339566339446,283
Friday,8,33.73915646062126,20.82522159519395,Sports,0.01289746978952544,3708.6968766845953,51.623538584587415,95
Saturday,16,26.076044814247524,41.10899434082116,Concert,0.5402994067614997,2656.4029484519215,87.16764477850062,113
Wednesday,19,21.11048621316047,42.51740005599477,Holiday,0.8511507354259817,7808.059791900207,86.16651519969815,279
Thursday,21,22.939630341485667,10.599702734932903,Concert,0.9576316462725879,5267.421512911717,56.802811721582145,479
Monday,21,23.944050810096712,32.86767410850643,None,0.5657449506132892,3032.105969355662,91.80394503976405,489
Friday,7,27.011886667212345,23.614090208149086,Sports,0.5144613277398942,6549.597803487476,57.7393017423056,298
Friday,16,25.313588553929954,44.00783689607425,Concert,0.0850563854892411,1363.0046692460678,65.05877934986793,295
Monday,6,33.38783946428835,10.787033958822706,Concert,0.5488728015425998,3935.5322871542817,62.44884495806825,477
Saturday,0,24.939269658116604,33.89066001550221,Sports,0.3799790789653946,5217.012951320212,68.6153549286524,124
Friday,12,34.84316029646625,30.387606112636128,Sports,0.6071352808835769,2331.625006984653,62.73318829449809,206
Sunday,22,32.028499154901915,14.76507387859164,Holiday,0.3887263478765467,9861.890298317556,74.4475463219226,272
Wednesday,18,19.170210287146716,6.830045182558631,Concert,0.24029912345036675,2881.876281306528,70.37039406773427,239
Thursday,23,33.61190429287832,32.58198802386383,Concert,0.0949652752283765,2173.17817038939,99.32847453896633,101
Monday,18,17.32732795770952,36.92987290661654,None,0.31491844458889573,2831.8138649820676,52.796317506411285,487
Thursday,16,31.348994169823833,15.7813671881675,Holiday,0.09664483428775228,7921.550198437518,57.10906881936758,137
Sunday,12,22.6124658695316,32.24163020111569,None,0.17689695082398393,4829.550933446585,52.641294695430126,362
Friday,15,32.55948640890139,19.75654538057516,Concert,0.9873361585795459,6088.743457772842,81.29205974911879,388
Friday,7,32.361133802149006,35.66034416413088,None,0.4441035569066186,1189.0824128772467,52.72546387068598,115
Sunday,18,31.118508002352424,9.960763744702655,Concert,0.5318717665050166,1309.881777159831,91.82198686880616,199
Monday,17,30.800608726141228,44.51075013180872,Concert,0.8736185287372153,5012.429948443145,75.5969315340964,69
Wednesday,0,21.093582781960816,14.370479823278986,None,0.9955689004906878,8349.897188814612,76.35038122907669,82
Tuesday,13,16.618385661025044,18.389299387807647,None,0.5827144493446815,8967.149908368086,78.0797253856097,377
Monday,18,23.05960357530323,2.9045976040174892,Sports,0.8124738210441717,1780.359108360762,58.54068531531054,330
Tuesday,14,18.470490299730173,5.57561061606382,Sports,0.32694102433667527,5845.267918909205,59.88451515572438,95
Sunday,17,28.899021778049235,25.793095135616404,Sports,0.3057439574472911,9219.067176513434,65.94086614365024,122
Saturday,1,21.92199453075571,13.379633836398575,Concert,0.4027037209945602,4491.754789580977,79.67482079109257,403
Tuesday,21,34.5122040171983,41.77401128710972,None,0.6725072626736491,8466.092482855318,60.505888797010726,362
Wednesday,16,27.81944154690664,0.7346694327476921,Holiday,0.6821916892550988,2203.260889594926,55.81658635666306,392
Saturday,17,31.449611272687218,18.95470243359681,Concert,0.3152394346494508,9418.550407010189,98.50584432092161,182
Tuesday,5,17.65049345483697,16.867277338454635,Holiday,0.1332099241366287,7762.809857781724,51.099090740481145,104
Sunday,18,32.24028964545245,0.9663815458800518,None,0.6323962564655086,9472.009535082116,90.13487026680107,110
Saturday,3,33.455143810267884,6.2184199500255115,Concert,0.12832586218876452,7089.555101972558,89.40175747875111,394
Sunday,0,24.741238376378718,20.682133745931765,Holiday,0.5784925082293301,4270.635387994843,64.8607056922548,57
Tuesday,7,27.12505875501955,24.64322922237233,Holiday,0.693422128056309,9443.630552722501,56.78133080036567,321
Sunday,22,30.29619601805991,20.214487362743455,Sports,0.7006114963944516,3480.1009867826065,57.28143233527117,295
Wednesday,6,18.496772545208252,26.546883920604692,Sports,0.7534721106595967,3989.552698555593,84.87158086185963,225
Tuesday,2,25.051321529268847,29.756583745284075,Sports,0.8728594215656645,7307.275762015663,82.14032955430869,165
Tuesday,9,22.973260555446263,0.4961910563917815,Concert,0.49995899196478844,7887.846695728476,89.13728371256934,366
Tuesday,9,17.92747984324498,23.204757972675193,None,0.7302491895295712,9364.631354642384,96.87405861995524,320
Monday,18,22.350688445830627,48.17496204437941,None,0.6191727353658367,2843.2216815058855,84.5963681633296,242
Monday,13,16.363446187709872,25.951614006477435,Sports,0.18663993979768256,8181.982316973015,57.79257682757218,199
Monday,1,15.51623813898974,33.87711337294766,Sports,0.025689644869408168,7646.914480572671,62.17213083827053,180
Wednesday,0,17.703325783096457,15.59319289584416,Sports,0.28454138567693377,1574.1510062823809,92.10968654365573,151
Saturday,22,34.26230223178348,38.699568907638124,Holiday,0.4430337063376194,4485.008270891863,60.465303791710426,359
Sunday,22,25.99059071790034,38.64607409380575,Sports,0.6171059444286563,3544.889113540887,53.62611584772407,319
Friday,17,34.3164432230644,26.064802382706947,Holiday,0.8499593305032054,3740.4138191862735,85.16400270211253,341
Tuesday,6,23.649957566602637,48.80069116396068,None,0.19624571670616564,9846.521915992307,70.1263177745071,259
Sunday,7,21.23632266170519,6.277510738132669,Concert,0.1255497898984771,6784.996721319351,96.00200262729518,410
Tuesday,0,25.122837256804882,0.8473832444790497,Concert,0.9634799474743275,7459.085420141496,82.51275355468309,387
Wednesday,22,23.790233772658205,38.5079105878548,Concert,0.10804455937640711,9789.558735835082,54.52094888958304,116
Tuesday,2,17.11329368523488,40.35777686824413,Concert,0.47849107010718916,4394.816042118748,97.39282836268303,59
Monday,23,27.816526293804124,6.0103614560288126,Holiday,0.5855637287933019,8216.561516075253,62.927863182012295,98
Friday,22,19.320763650191992,13.279141647930304,Holiday,0.5413744209074383,4910.778669740458,66.86062452031429,160
Thursday,7,27.39175909795659,0.8776181683314455,Sports,0.0860321570329432,8825.803046334819,70.1130206841771,370
Tuesday,21,28.004021847963067,14.665430539028234,Holiday,0.05702691400361937,2625.9178718017283,52.56121482021566,268
Sunday,14,18.04049706257296,38.657093695933575,Sports,0.10548342746103567,9529.175593578517,74.82577111153024,106
Monday,4,16.226992542213363,25.898026385628945,Sports,0.5855876838726125,2968.9453756979174,56.16592455376461,332
Thursday,2,30.615231721368797,17.404779658414405,Concert,0.5443448876343211,3935.984562828384,70.04851633441758,162
Friday,18,24.196008475386403,18.586964745316514,Holiday,0.23374079203674425,7805.730106961025,67.53548939960422,182
Thursday,0,16.163275910109515,0.0676812857734077,Holiday,0.6377741418455916,4543.79627408866,88.64200417132517,120
Monday,14,34.89732634339534,14.990026378261796,Sports,0.8200675020556494,6473.90239089802,90.15852558163655,132
Saturday,7,16.155611219927334,32.32293708189653,Sports,0.041578959846593766,5001.161509624857,57.6706441194544,106
Saturday,1,28.900704577171062,48.70972219081786,None,0.4981299435480424,7681.329433808037,68.32755936896132,425
Thursday,2,34.67357850526827,42.353041349194974,None,0.6893104121026903,3054.9812713174974,68.66765805159159,398
Wednesday,23,19.783602084318513,1.1797482322764563,Sports,0.2523119270696871,1526.1218851318931,57.570522196804255,320
Sunday,13,17.844987373743923,44.928030233741964,None,0.3077709052931491,3699.364577257596,89.92267525255953,160
Sunday,23,17.427698788448577,39.1599206649313,None,0.6136379029893838,5268.777983815872,85.36141641677116,406
Thursday,13,21.06550295135191,39.01880617854902,Sports,0.8979352934437369,2512.180469734107,59.51908931485174,424
Tuesday,10,17.020916220212932,22.899787950178574,Sports,0.8099244203028994,4193.175606907498,68.33609542968995,125
Tuesday,15,28.84322683388264,19.90026464772514,Holiday,0.5831302190995835,4599.847164642117,55.29025124282571,207
Sunday,3,16.245835962601255,15.14578644165963,Sports,0.7302217177572492,1516.5265931944618,81.41032985465219,69
Sunday,19,25.188442562995796,3.284742947718289,Sports,0.3648224702077987,6249.765233657841,56.06859622743099,470
Saturday,4,34.93393707705954,11.411768174684955,Concert,0.6409655280987577,8959.090851741588,99.29670843124589,180
Wednesday,21,31.279405390120377,12.33018174890123,Holiday,0.46618159112755697,2365.686216577472,89.03410373439311,378
Monday,20,27.304388764620217,24.20385348551008,Holiday,0.1899361364575609,6380.272120613626,69.51192747919976,171
Tuesday,13,21.125072415732234,37.3722203298347,Holiday,0.7017382738772572,6982.652844197616,78.92819661396771,90
Sunday,22,27.47791672583277,23.69049141989733,Concert,0.556464637348822,4774.012123773595,95.56709081082045,216
Saturday,15,25.540829278233034,2.8922224723580303,Sports,0.3586215819535914,7309.87828627843,77.7049640197913,459
Friday,17,23.52166767780743,47.88949004941019,Holiday,0.9113391900786307,4696.583891419108,58.72492431989776,179
Saturday,6,17.614207534803988,47.13621595470561,Holiday,0.020934117826733267,5541.735591796914,68.93516777905796,72
Tuesday,9,32.732084304809334,39.25947715742042,None,0.315773151249496,1066.177400989843,92.15724325148727,328
Tuesday,6,23.99569297642645,49.56639507821103,Holiday,0.05688139777764656,7225.4810272121995,82.2106507994809,300
Saturday,0,18.8924502364153,27.224116640013147,Sports,0.7665273162216272,6952.08411050252,82.53621921669001,449
Monday,22,22.35518701754579,48.138417512660304,Sports,0.7021074541137926,1345.6078959371011,93.34107428442445,58
Thursday,20,23.282595050578543,3.7802520308375387,None,0.33135221873631704,4314.250966556197,94.69865287312524,62
Tuesday,18,31.550757911337485,18.284037413068567,Holiday,0.675662902207073,9811.286567125006,95.98962858897181,461
Saturday,15,29.672287611228043,11.269063400338291,Holiday,0.39593722619594984,4786.629063117551,54.74245966265781,460
Sunday,18,30.386097872826795,9.7916542067135,Holiday,0.7562537914224343,5517.508646186576,77.20630009815504,356
Saturday,3,15.220625288572943,7.040147444633805,Concert,0.4541836627367061,9189.371423437467,87.02547606091593,369
Wednesday,17,23.32307996359523,31.120682078299833,Holiday,0.41227972783166555,7455.356882791808,87.84634225635068,101
Thursday,1,24.626883032706473,39.06609278736525,Sports,0.934729915488301,6238.631180118012,80.33581009850019,258
Friday,0,15.383845536461134,28.914919971018033,Sports,0.25087909989070023,8180.242132069653,58.339366759183704,87
Monday,14,20.196264174900683,7.348135479410484,Concert,0.12044733999656543,8779.29639810376,89.8710276970832,149
Friday,4,30.2057964624427,40.55618849667354,Concert,0.5845431132594582,5111.9926456354015,86.00556667574729,242
Thursday,19,17.74219411457998,31.797735358186426,Holiday,0.9693218122841789,5275.975284386519,54.30678857745181,451
Thursday,10,25.706202629051834,19.408285306349775,None,0.37783921372718665,4474.458420866522,73.19049123371882,240
Thursday,9,19.30403744034475,33.70651477680315,Concert,0.06203676362878152,9700.355260166145,58.69886997609018,100
Friday,1,15.242415492877866,12.995248962141643,Concert,0.33930526730956745,7274.496288613153,66.8738522856486,442
Sunday,2,19.82402915199083,17.259610424710527,Holiday,0.5059316543195584,1749.0075958726507,50.90405461028427,190
Thursday,22,34.517475098201075,45.87429215659951,Holiday,0.1619230066322137,8766.636609817166,70.01649342053791,217
Saturday,22,31.03074223765979,14.52522528357102,Concert,0.658102218056492,5325.039467526412,77.49384605781052,360
